id,mon,stay,freq,plan,ad,ad1,ad2,ad3,ad4,ad5,ad6,ad7,ad8,ad8_1,ad8_2,ad8_3,ad8_4,ad8_5,inf01,inf02,inf03,inf04,inf05,inf06,inf07,inf08,inf09,inf10,item1,item2,item3,item4,item5,item6,item7,item8,item9,purp1,purp2,att01,att02,att03,att04,att05,att06,att07,att08,att09,att10,att11,att12,att13,att14,att15,att16,att17,att18,type,s1,s2,s3,s4,s5,s6,s7,s8,btimes,bprice,act01,act02,act03,act04,act05,act06,act07,act08,act09,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,ts01,ts02,ts03,ts04,ts05,ts06,ts07,ts08,ts09,ts10,s11,s12,s13,s13a,s14,s15,s16,s17,s21,s22,s23,s31,s32,s33,s34,s35,ssall,i01,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,nation,resid,prov,age,income,educ,occup,gender,area
11517,4,7,1,90,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,0,5,5,5,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,0,3,0,4,5,0,0,0,0,5,5,4,4,5,5,5,5,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,6,8,2,12,2,1
11518,4,7,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5,3,5,0,4,4,5,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,0,5,0,3,3,0,0,0,0,3,3,3,3,3,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,6,8,2,12,1,1
11519,4,6,1,30,1,0,0,5,0,0,0,5,5,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,.,6,5,3,1,2,1
11520,4,7,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,3,5,0,5,4,6,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,0,0,5,0,4,4,2,0,0,0,4,4,4,4,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,5,6,8,1,12,1,1
11521,4,7,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,5,3,5,0,5,4,6,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,0,0,4,0,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,6,8,2,12,1,1
11522,4,4,2,60,1,0,0,5,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,99,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,0,4,4,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,3,.,2,8,3,13,2,1
11523,4,8,1,15,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,4,4,0,0,0,0,4,0,0,3,2,0,0,2,2,2,2,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,10,7,3,3,2,2,1
11524,4,11,1,30,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,5,5,0,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,6,3,3,2,2,1
11525,4,6,1,90,1,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,99,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5,5,5,5,0,5,5,5,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,0,5,0,3,3,3,0,0,0,3,3,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,10,6,3,3,3,2,1
11526,4,6,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,3,5,0,5,5,5,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,0,3,0,4,4,0,0,0,0,4,4,4,4,4,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,10,6,8,2,12,1,1
11527,4,7,1,60,1,0,0,5,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,5,5,0,5,5,5,5,4,5,5,5,5,5,5,5,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,.,6,99,2,5,1,1
11528,4,4,1,60,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,5,5,0,0,0,4,2,0,5,5,4,4,4,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,.,3,3,2,3,1,1
11529,4,13,7,30,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,.,3,3,3,3,1,1
11530,4,6,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,0,5,5,5,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,31,6,8,2,12,2,1
11531,4,6,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,4,5,0,5,5,5,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,0,5,5,0,0,0,0,5,5,4,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,31,7,8,1,12,1,1
11532,4,7,1,90,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,2,5,0,5,5,4,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,0,4,0,4,5,0,0,0,0,4,4,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,7,8,3,12,1,1
11533,4,7,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,5,3,5,0,5,5,4,5,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0,0,4,0,5,5,0,0,0,0,5,5,3,5,5,5,5,5,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,6,8,1,12,1,1
11534,4,4,1,14,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,5,0,4,5,5,5,3,3,4,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,2,8,3,11,2,1
11535,4,3,1,30,1,0,0,5,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,99,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,5,0,0,4,4,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,.,6,3,3,4,1,1
11536,4,3,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,99,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,5,0,0,5,5,4,4,5,5,5,5,5,5,5,5,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,.,5,4,2,1,2,1
11537,4,2,1,60,1,5,0,0,0,0,0,0,0,.,.,.,.,.,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,99,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,5,5,5,5,3,3,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.,4,4,2,4,2,1
11538,4,2,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,5,3,0,0,4,4,4,3,3,4,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,1,8,2,11,1,1
11539,4,40,7,30,1,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,13,.,7,5,2,3,1,1
11540,4,2,1,4,1,0,5,0,0,0,0,0,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,.,4,5,3,2,1,1
11541,4,30,7,3,1,5,0,5,5,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,5,0,5,0,0,0,0,5,0,0,0,5,5,0,5,5,1,5,5,3,5,5,5,5,5,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,14,14,.,5,7,3,2,1,1
11542,4,3,2,30,1,0,0,5,0,0,0,0,0,.,.,.,.,.,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,2,5,5,5,5,3,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,.,5,7,3,2,2,1
11543,4,2,2,2,1,0,0,5,0,0,0,5,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,5,4,3,4,4,5,5,5,5,5,5,5,5,5,4,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,.,2,8,2,11,1,1
11544,4,6,1,14,1,0,0,5,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,.,4,5,3,2,1,1
11545,4,3,1,30,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,.,5,4,3,2,1,1
11546,4,3,1,365,1,0,0,5,0,0,0,0,0,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,5,0,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,5,.,5,2,2,5,2,1
11547,4,7,1,30,1,0,0,5,0,0,0,0,0,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,4,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,23,5,4,3,2,2,1
11548,4,4,6,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,99,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,5,0,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,.,6,3,2,5,2,1
11549,4,7,1,30,1,0,0,0,0,0,0,5,0,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,6,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,6,8,2,12,2,1
11550,4,2,4,2,1,0,5,0,5,0,0,0,0,.,.,.,.,.,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,.,5,4,3,2,1,1
11551,4,7,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,5,5,5,5,5,5,5,14,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,5,5,3,2,5,1,1
11552,4,7,1,45,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,3,3,5,2,1
11553,4,3,2,30,1,0,0,5,0,0,0,0,0,.,.,.,.,.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,.,6,2,2,2,2,1
11554,4,7,1,180,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,99,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,5,3,5,5,5,4,4,5,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,4,0,4,0,5,0,0,4,4,0,0,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,6,6,.,2,1,3,2,2,1
11555,4,10,1,90,1,0,0,0,0,0,3,0,0,.,.,.,.,.,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,99,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,4,4,0,0,4,5,0,4,4,5,5,4,4,5,5,5,5,4,4,5,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,12,12,.,6,6,3,1,1,1
11556,4,7,1,30,1,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5,3,4,4,4,4,6,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,0,0,4,0,3,4,3,0,0,0,4,4,4,4,5,4,3,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,18,5,1,3,12,2,1
11557,4,7,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5,3,4,4,4,4,6,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,0,4,0,3,5,3,0,0,0,5,5,3,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,18,4,1,3,2,1,1
11558,4,12,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,5,5,5,5,0,5,0,5,0,0,0,5,5,2,5,5,4,5,5,3,5,5,5,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,.,4,6,3,2,1,1
11559,4,7,1,365,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,99,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,5,5,5,5,5,5,5,3,4,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,0,3,4,0,3,4,0,0,0,0,5,5,3,3,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,5,1,3,2,2,1
11560,4,7,1,90,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,3,5,3,4,4,4,4,3,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,0,0,3,0,4,4,4,0,4,4,5,5,5,5,5,5,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,18,4,3,3,1,1,1
11561,4,7,1,30,1,0,0,0,0,0,1,0,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,4,2,3,0,3,4,5,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,4,0,0,4,4,0,4,4,3,0,4,4,4,4,4,4,3,5,5,5,4,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,11,4,2,2,1,1,1
11562,4,7,1,180,1,0,0,0,0,0,0,5,0,.,.,.,.,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,5,5,5,5,5,5,5,8,4,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,0,4,0,5,5,0,0,0,0,5,5,3,5,5,5,5,5,5,5,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,6,1,1,12,1,1
11563,4,7,1,365,1,0,0,5,0,0,0,5,0,.,.,.,.,.,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,99,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,5,5,5,4,5,5,5,5,8,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,0,4,0,4,4,0,0,0,0,4,4,3,4,4,4,4,4,5,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,8,7,1,1,12,2,1
